    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
 0.00000E+00  -1.00000E+00   8.50000E-01  -4.83625E-02  -7.37469E-02  -7.20607E-02  
' igrid= 11
 1.00000E+00  -2.00000E+00   9.30000E-01  -2.37454E-02  -7.90625E-02   2.49916E-03  
 2.00000E+00  -2.00000E+00   8.90009E-01   1.01452E-05  -7.73438E-02   1.00507E-03  
 2.00000E+00  -1.00000E+00   8.50000E-01   6.00633E-03  -5.93648E-02   3.24981E-02  
 1.00000E+00  -1.00000E+00   8.40000E-01   3.83790E-03  -1.36875E-01   1.19877E-02  
' igrid= 12
 2.00000E+00  -2.00000E+00   8.90009E-01   1.01452E-05  -7.73438E-02   1.00507E-03  
 3.00000E+00  -2.00000E+00   9.30018E-01   2.56293E-02  -7.72920E-02  -5.19634E-05  
 3.00000E+00  -1.00000E+00   8.50125E-01  -3.99765E-04  -8.28629E-02  -1.75954E-02  
 2.00000E+00  -1.00000E+00   8.50000E-01   6.00633E-03  -5.93648E-02   3.24981E-02  
' igrid= 13
-3.00000E+00  -1.00000E+00   1.00000E+00  -7.31875E-03  -0.00000E+00   1.28059E-02  
-2.00000E+00  -1.00000E+00   9.83600E-01  -3.33437E-02   1.93094E-02  -2.06406E-03  
-2.00000E+00   0.00000E+00   9.84700E-01  -4.65156E-02  -2.24844E-03  -1.48285E-02  
-3.00000E+00   0.00000E+00   1.00000E+00  -5.27812E-03  -0.00000E+00   3.23560E-04  
' igrid= 14
-2.00000E+00  -1.00000E+00   9.83600E-01  -3.33437E-02   1.93094E-02  -2.06406E-03  
-1.00000E+00  -1.00000E+00   9.32000E-01  -7.18250E-02  -9.29844E-03  -4.88361E-02  
-1.00000E+00   0.00000E+00   9.03500E-01  -1.11541E-01  -3.76313E-02  -8.56421E-02  
-2.00000E+00   0.00000E+00   9.84700E-01  -4.65156E-02  -2.24844E-03  -1.48285E-02  
' igrid= 15
-1.00000E+00  -1.00000E+00   9.32000E-01  -7.18250E-02  -9.29844E-03  -4.88361E-02  
 0.00000E+00  -1.00000E+00   8.50000E-01  -4.83625E-02  -7.37469E-02  -7.20607E-02  
 0.00000E+00   0.00000E+00   7.70000E-01  -1.33577E-01  -1.60320E-01  -7.27965E-02  
-1.00000E+00   0.00000E+00   9.03500E-01  -1.11541E-01  -3.76313E-02  -8.56421E-02  
' igrid= 16
 0.00000E+00  -1.00000E+00   8.50000E-01  -4.83625E-02  -7.37469E-02  -7.20607E-02  
 1.00000E+00  -1.00000E+00   8.40000E-01   3.83790E-03  -1.36875E-01   1.19877E-02  
 1.00000E+00   0.00000E+00   6.60000E-01  -4.70210E-03  -1.75212E-01  -1.16481E-02  
 0.00000E+00   0.00000E+00   7.70000E-01  -1.33577E-01  -1.60320E-01  -7.27965E-02  
' igrid= 17
 1.00000E+00  -1.00000E+00   8.40000E-01   3.83790E-03  -1.36875E-01   1.19877E-02  
 2.00000E+00  -1.00000E+00   8.50000E-01   6.00633E-03  -5.93648E-02   3.24981E-02  
 2.00000E+00   0.00000E+00   7.50000E-01   5.46386E-02  -1.91953E-01  -7.28653E-03  
 1.00000E+00   0.00000E+00   6.60000E-01  -4.70210E-03  -1.75212E-01  -1.16481E-02  
' igrid= 18
 2.00000E+00  -1.00000E+00   8.50000E-01   6.00633E-03  -5.93648E-02   3.24981E-02  
 3.00000E+00  -1.00000E+00   8.50125E-01  -3.99765E-04  -8.28629E-02  -1.75954E-02  
 3.00000E+00   0.00000E+00   7.50478E-01  -3.95514E-03  -1.89816E-01   2.03834E-03  
 2.00000E+00   0.00000E+00   7.50000E-01   5.46386E-02  -1.91953E-01  -7.28653E-03  
' igrid= 19
-3.00000E+00   0.00000E+00   1.00000E+00  -5.27812E-03  -0.00000E+00   3.23560E-04  
-2.00000E+00   0.00000E+00   9.84700E-01  -4.65156E-02  -2.24844E-03  -1.48285E-02  
-2.00000E+00   1.00000E+00   9.82000E-01  -6.02688E-02  -1.91094E-03  -8.39285E-03  
-3.00000E+00   1.00000E+00   1.00000E+00  -5.09531E-03  -0.00000E+00  -4.36256E-05  
' igrid= 20
-2.00000E+00   0.00000E+00   9.84700E-01  -4.65156E-02  -2.24844E-03  -1.48285E-02  
-1.00000E+00   0.00000E+00   9.03500E-01  -1.11541E-01  -3.76313E-02  -8.56421E-02  
-1.00000E+00   1.00000E+00   8.62700E-01  -2.35081E-01  -2.51855E-02  -7.47483E-02  
-2.00000E+00   1.00000E+00   9.82000E-01  -6.02688E-02  -1.91094E-03  -8.39285E-03  
' igrid= 21
-1.00000E+00   0.00000E+00   9.03500E-01  -1.11541E-01  -3.76313E-02  -8.56421E-02  
 0.00000E+00   0.00000E+00   7.70000E-01  -1.33577E-01  -1.60320E-01  -7.27965E-02  
 0.00000E+00   1.00000E+00   5.46600E-01  -1.92431E-01  -1.39968E-01  -6.97106E-02  
-1.00000E+00   1.00000E+00   8.62700E-01  -2.35081E-01  -2.51855E-02  -7.47483E-02  
' igrid= 22
 0.00000E+00   0.00000E+00   7.70000E-01  -1.33577E-01  -1.60320E-01  -7.27965E-02  
 1.00000E+00   0.00000E+00   6.60000E-01  -4.70210E-03  -1.75212E-01  -1.16481E-02  
