    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
 1.00000E+00  -2.00000E+00   9.40000E-03  -4.70000E-03   3.94688E-02  -1.22025E-02  
 2.00000E+00  -2.00000E+00   0.00000E+00  -4.70000E-03  -0.00000E+00  -2.31300E-02  
 2.00000E+00  -1.00000E+00   0.00000E+00  -5.14156E-02  -0.00000E+00  -1.59072E-02  
 1.00000E+00  -1.00000E+00   9.40000E-02  -5.13062E-02   4.68094E-02  -1.38871E-01  
' igrid= 12
 2.00000E+00  -2.00000E+00   0.00000E+00  -4.70000E-03  -0.00000E+00  -2.31300E-02  
 3.00000E+00  -2.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   2.53447E-03  
 3.00000E+00  -1.00000E+00   0.00000E+00   4.40625E-03  -0.00000E+00   2.19419E-03  
 2.00000E+00  -1.00000E+00   0.00000E+00  -5.14156E-02  -0.00000E+00  -1.59072E-02  
' igrid= 13
-3.00000E+00  -1.00000E+00   7.57000E-02  -8.39062E-04   1.24208E-01  -5.86165E-03  
-2.00000E+00  -1.00000E+00   7.57000E-02   9.77969E-03   1.24208E-01   6.81839E-02  
-2.00000E+00   0.00000E+00   2.63300E-01   1.17623E-01   2.65211E-01   1.37043E-02  
-3.00000E+00   0.00000E+00   2.63300E-01  -1.01250E-02   2.65211E-01  -1.26936E-03  
' igrid= 14
-2.00000E+00  -1.00000E+00   7.57000E-02   9.77969E-03   1.24208E-01   6.81839E-02  
-1.00000E+00  -1.00000E+00   9.36000E-02   9.88906E-03   2.49256E-01   8.04343E-02  
-1.00000E+00   0.00000E+00   4.79300E-01   1.42258E-01   2.92291E-01   4.12892E-02  
-2.00000E+00   0.00000E+00   2.63300E-01   1.17623E-01   2.65211E-01   1.37043E-02  
' igrid= 15
-1.00000E+00  -1.00000E+00   9.36000E-02   9.88906E-03   2.49256E-01   8.04343E-02  
 0.00000E+00  -1.00000E+00   9.38000E-02   3.78594E-03   2.53566E-01  -1.14381E-01  
 0.00000E+00   0.00000E+00   4.90000E-01  -2.12867E-01   3.15861E-01  -1.45713E-01  
-1.00000E+00   0.00000E+00   4.79300E-01   1.42258E-01   2.92291E-01   4.12892E-02  
' igrid= 16
 0.00000E+00  -1.00000E+00   9.38000E-02   3.78594E-03   2.53566E-01  -1.14381E-01  
 1.00000E+00  -1.00000E+00   9.40000E-02  -5.13062E-02   4.68094E-02  -1.38871E-01  
 1.00000E+00   0.00000E+00   1.00000E-01  -2.68470E-01   2.59422E-02  -1.73841E-01  
 0.00000E+00   0.00000E+00   4.90000E-01  -2.12867E-01   3.15861E-01  -1.45713E-01  
' igrid= 17
 1.00000E+00  -1.00000E+00   9.40000E-02  -5.13062E-02   4.68094E-02  -1.38871E-01  
