    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
 0.00000E+00  -1.00000E+00   8.48500E-01  -6.48766E-02  -7.49328E-02  -7.71878E-02  
' igrid= 11
 1.00000E+00  -2.00000E+00   8.70000E-01   1.10572E-04  -9.58578E-02  -1.25438E-02  
 2.00000E+00  -2.00000E+00   8.70000E-01  -3.24432E-05  -1.02616E-01  -2.89407E-03  
 2.00000E+00  -1.00000E+00   7.94600E-01  -5.46629E-03  -1.31675E-01  -3.09735E-03  
 1.00000E+00  -1.00000E+00   8.07600E-01  -2.55392E-02  -1.22313E-01  -2.65883E-02  
' igrid= 12
 2.00000E+00  -2.00000E+00   8.70000E-01  -3.24432E-05  -1.02616E-01  -2.89407E-03  
 3.00000E+00  -2.00000E+00   8.69941E-01  -3.25266E-05  -1.02836E-01   1.94833E-04  
 3.00000E+00  -1.00000E+00   7.94103E-01   3.34588E-04  -1.32025E-01   2.96693E-04  
 2.00000E+00  -1.00000E+00   7.94600E-01  -5.46629E-03  -1.31675E-01  -3.09735E-03  
' igrid= 13
-3.00000E+00  -1.00000E+00   1.00000E+00  -5.58906E-03  -0.00000E+00   1.04926E-02  
-2.00000E+00  -1.00000E+00   9.86300E-01  -3.32734E-02   1.78047E-02   1.50841E-02  
-2.00000E+00   0.00000E+00   9.81700E-01  -4.96813E-02  -7.06875E-03  -2.05164E-02  
-3.00000E+00   0.00000E+00   1.00000E+00  -6.71250E-03  -0.00000E+00  -2.25161E-03  
' igrid= 14
-2.00000E+00  -1.00000E+00   9.86300E-01  -3.32734E-02   1.78047E-02   1.50841E-02  
-1.00000E+00  -1.00000E+00   9.32000E-01  -7.28000E-02   1.94891E-02  -4.93295E-02  
-1.00000E+00   0.00000E+00   8.93100E-01  -1.45436E-01  -4.85719E-02  -8.82963E-02  
-2.00000E+00   0.00000E+00   9.81700E-01  -4.96813E-02  -7.06875E-03  -2.05164E-02  
' igrid= 15
-1.00000E+00  -1.00000E+00   9.32000E-01  -7.28000E-02   1.94891E-02  -4.93295E-02  
 0.00000E+00  -1.00000E+00   8.48500E-01  -6.48766E-02  -7.49328E-02  -7.71878E-02  
 0.00000E+00   0.00000E+00   7.05800E-01  -1.50855E-01  -1.77561E-01  -1.21289E-01  
-1.00000E+00   0.00000E+00   8.93100E-01  -1.45436E-01  -4.85719E-02  -8.82963E-02  
' igrid= 16
 0.00000E+00  -1.00000E+00   8.48500E-01  -6.48766E-02  -7.49328E-02  -7.71878E-02  
 1.00000E+00  -1.00000E+00   8.07600E-01  -2.55392E-02  -1.22313E-01  -2.65883E-02  
 1.00000E+00   0.00000E+00   6.07900E-01  -5.58957E-02  -2.75914E-01  -6.02218E-02  
 0.00000E+00   0.00000E+00   7.05800E-01  -1.50855E-01  -1.77561E-01  -1.21289E-01  
' igrid= 17
 1.00000E+00  -1.00000E+00   8.07600E-01  -2.55392E-02  -1.22313E-01  -2.65883E-02  
 2.00000E+00  -1.00000E+00   7.94600E-01  -5.46629E-03  -1.31675E-01  -3.09735E-03  
 2.00000E+00   0.00000E+00   5.87400E-01  -7.49954E-03  -2.99230E-01  -1.12538E-02  
 1.00000E+00   0.00000E+00   6.07900E-01  -5.58957E-02  -2.75914E-01  -6.02218E-02  
' igrid= 18
 2.00000E+00  -1.00000E+00   7.94600E-01  -5.46629E-03  -1.31675E-01  -3.09735E-03  
 3.00000E+00  -1.00000E+00   7.94103E-01   3.34588E-04  -1.32025E-01   2.96693E-04  
 3.00000E+00   0.00000E+00   5.85808E-01   8.16823E-05  -3.04977E-01  -2.60467E-03  
 2.00000E+00   0.00000E+00   5.87400E-01  -7.49954E-03  -2.99230E-01  -1.12538E-02  
' igrid= 19
-3.00000E+00   0.00000E+00   1.00000E+00  -6.71250E-03  -0.00000E+00  -2.25161E-03  
-2.00000E+00   0.00000E+00   9.81700E-01  -4.96813E-02  -7.06875E-03  -2.05164E-02  
-2.00000E+00   1.00000E+00   9.76100E-01  -6.78672E-02  -3.33906E-03  -1.04685E-02  
-3.00000E+00   1.00000E+00   1.00000E+00  -8.17188E-03  -0.00000E+00  -8.81688E-04  
' igrid= 20
-2.00000E+00   0.00000E+00   9.81700E-01  -4.96813E-02  -7.06875E-03  -2.05164E-02  
-1.00000E+00   0.00000E+00   8.93100E-01  -1.45436E-01  -4.85719E-02  -8.82963E-02  
-1.00000E+00   1.00000E+00   8.47700E-01  -2.38272E-01  -2.68245E-02  -5.69709E-02  
-2.00000E+00   1.00000E+00   9.76100E-01  -6.78672E-02  -3.33906E-03  -1.04685E-02  
' igrid= 21
-1.00000E+00   0.00000E+00   8.93100E-01  -1.45436E-01  -4.85719E-02  -8.82963E-02  
 0.00000E+00   0.00000E+00   7.05800E-01  -1.50855E-01  -1.77561E-01  -1.21289E-01  
 0.00000E+00   1.00000E+00   5.18700E-01  -2.96492E-01  -1.16449E-01  -1.01192E-01  
-1.00000E+00   1.00000E+00   8.47700E-01  -2.38272E-01  -2.68245E-02  -5.69709E-02  
' igrid= 22
 0.00000E+00   0.00000E+00   7.05800E-01  -1.50855E-01  -1.77561E-01  -1.21289E-01  
 1.00000E+00   0.00000E+00   6.07900E-01  -5.58957E-02  -2.75914E-01  -6.02218E-02  
 1.00000E+00   1.00000E+00   2.89400E-01  -1.42196E-01  -2.17352E-01  -7.26600E-02  
 0.00000E+00   1.00000E+00   5.18700E-01  -2.96492E-01  -1.16449E-01  -1.01192E-01  
' igrid= 23
